experiment_name,prompt_name,template_id,coding_model,universal_model,ablation_type,healthcheck_pass,success,exit_code,docker_healthy,duration_seconds,timestamp,template_failed,total_input_tokens,total_output_tokens,total_llm_calls,total_llm_time,source_dir
basic-inventory-system_trpc-agent_gpt-oss-3_gemini,basic-inventory-system,trpc-agent,gpt-oss-3,gemini,openmodels,true,true,0,true,418.294405,2025-08-22T20:37:32.743127,false,998542,42865,120,269.3591356277466,dataset/openmodels
pastel-blue-notes-app_trpc-agent_qwen3-480b-35a_gemini,pastel-blue-notes-app,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,true,0,true,854.809318,2025-08-20T13:56:37.052192,false,1781996,47455,177,824.6978189945221,dataset/openmodels
home-lab-inventory_trpc-agent_qwen3-480b-35a-3_gemini,home-lab-inventory,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,595.980356,2025-08-22T20:38:10.050731,false,1195477,34105,177,676.890184879303,dataset/openmodels
book-library-manager_trpc-agent_gpt-oss-2_gemini,book-library-manager,trpc-agent,gpt-oss-2,gemini,openmodels,true,false,0,true,421.667846,2025-08-22T20:09:25.922085,true,1032970,48956,129,297.4691185951233,dataset/openmodels
birthday-wish-app_trpc-agent_gpt-oss_gemini,birthday-wish-app,trpc-agent,gpt-oss,gemini,openmodels,false,false,124,false,1500.213149,2025-08-20T14:29:36.063277,false,1170989,71215,220,527.1512250900269,dataset/openmodels
event-tracker_trpc-agent_gpt-oss-2_gemini,event-tracker,trpc-agent,gpt-oss-2,gemini,openmodels,true,true,0,true,508.395549,2025-08-22T20:20:04.928243,false,575245,27363,112,549.314838886261,dataset/openmodels
teacher-question-bank_trpc-agent_gpt-oss-2_gemini,teacher-question-bank,trpc-agent,gpt-oss-2,gemini,openmodels,true,false,0,true,368.45076,2025-08-22T20:44:18.505898,true,1129400,40327,163,276.84454250335693,dataset/openmodels
pastel-blue-notes-app_trpc-agent_gpt-oss-2_gemini,pastel-blue-notes-app,trpc-agent,gpt-oss-2,gemini,openmodels,true,true,0,true,434.1564,2025-08-22T20:42:22.287002,false,1292085,60203,171,378.0393590927124,dataset/openmodels
home-lab-inventory_trpc-agent_gpt-oss_gemini,home-lab-inventory,trpc-agent,gpt-oss,gemini,openmodels,true,false,0,true,217.442424,2025-08-20T13:42:22.230721,true,427410,16228,54,158.27996397018433,dataset/openmodels
car-maintenance-dashboard_trpc-agent_gpt-oss-3_gemini,car-maintenance-dashboard,trpc-agent,gpt-oss-3,gemini,openmodels,true,false,0,true,116.569072,2025-08-22T19:54:36.002264,true,448327,16641,54,100.319495677948,dataset/openmodels
bookmark-management-app_trpc-agent_gpt-oss-2_gemini,bookmark-management-app,trpc-agent,gpt-oss-2,gemini,openmodels,true,true,0,true,525.992541,2025-08-22T21:17:59.227003,false,3206311,124330,448,1163.941852092743,dataset/openmodels
engineering-job-board_trpc-agent_gpt-oss-3_gemini,engineering-job-board,trpc-agent,gpt-oss-3,gemini,openmodels,true,false,0,true,402.493159,2025-08-22T21:54:17.770493,true,824085,34631,97,240.5794599056244,dataset/openmodels
tennis-enthusiast-platform_trpc-agent_gpt-oss_gemini,tennis-enthusiast-platform,trpc-agent,gpt-oss,gemini,openmodels,true,true,0,true,546.596182,2025-08-20T14:18:45.546727,false,1475214,57082,208,471.17507576942444,dataset/openmodels
bookmark-management-app_trpc-agent_qwen3-480b-35a-2_gemini,bookmark-management-app,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,true,0,true,545.408692,2025-08-22T21:17:41.928099,false,860670,24646,122,505.4442527294159,dataset/openmodels
todo-list-with-mood_trpc-agent_gpt-oss-2_gemini,todo-list-with-mood,trpc-agent,gpt-oss-2,gemini,openmodels,true,false,0,true,498.926785,2025-08-22T21:34:11.929155,true,2965443,115510,343,1127.2026720046997,dataset/openmodels
cat-conspiracy-tracker_trpc-agent_gpt-oss_gemini,cat-conspiracy-tracker,trpc-agent,gpt-oss,gemini,openmodels,true,true,0,true,362.204996,2025-08-20T14:44:55.451550,false,1428853,67634,183,615.2619733810425,dataset/openmodels
indonesian-inventory-app_trpc-agent_gpt-oss-3_gemini,indonesian-inventory-app,trpc-agent,gpt-oss-3,gemini,openmodels,true,false,0,true,531.844113,2025-08-22T22:01:29.303777,true,2473676,86878,259,633.4509618282318,dataset/openmodels
pc-gaming-niche-site_trpc-agent_qwen3-480b-35a-3_gemini,pc-gaming-niche-site,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,false,0,true,632.213954,2025-08-22T21:45:18.392852,true,1648017,34903,169,712.2753667831421,dataset/openmodels
home-lab-inventory_trpc-agent_gpt-oss-2_gemini,home-lab-inventory,trpc-agent,gpt-oss-2,gemini,openmodels,true,false,0,true,397.2649,2025-08-22T20:32:19.499599,true,1058006,42491,111,242.3890905380249,dataset/openmodels
personal-expense-tracker_trpc-agent_qwen3-480b-35a_gemini,personal-expense-tracker,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,true,0,true,781.885176,2025-08-20T14:09:38.944499,false,1555638,67038,193,1006.9570653438568,dataset/openmodels
birthday-wish-app_trpc-agent_qwen3-480b-35a-3_gemini,birthday-wish-app,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,false,false,124,false,1500.045419,2025-08-22T21:56:09.274160,false,1757506,84207,150,1608.3117537498474,dataset/openmodels
pomodoro-study-timer_trpc-agent_gpt-oss-2_gemini,pomodoro-study-timer,trpc-agent,gpt-oss-2,gemini,openmodels,true,false,0,true,454.499674,2025-08-22T22:11:37.188158,true,1237373,41381,132,327.7120621204376,dataset/openmodels
kanji-flashcards_trpc-agent_qwen3-480b-35a_gemini,kanji-flashcards,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,true,0,true,712.57487,2025-08-20T14:03:22.508127,false,1113751,41231,126,644.0099573135376,dataset/openmodels
recipe-sharing-platform_trpc-agent_qwen3-480b-35a_gemini,recipe-sharing-platform,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,false,0,true,659.351836,2025-08-20T14:39:46.731443,true,381200,6014,54,241.28686904907227,dataset/openmodels
todo-list-with-mood_trpc-agent_gpt-oss_gemini,todo-list-with-mood,trpc-agent,gpt-oss,gemini,openmodels,true,true,0,true,615.112052,2025-08-20T14:13:37.626519,false,2154225,76125,255,567.9765572547913,dataset/openmodels
habit-tracker-app_trpc-agent_gpt-oss-3_gemini,habit-tracker-app,trpc-agent,gpt-oss-3,gemini,openmodels,true,true,0,true,473.397632,2025-08-22T22:04:02.680758,false,1060178,52225,147,375.8742744922638,dataset/openmodels
book-library-manager_trpc-agent_gpt-oss_gemini,book-library-manager,trpc-agent,gpt-oss,gemini,openmodels,true,false,0,true,442.189279,2025-08-20T13:34:28.644612,true,1714353,47340,172,499.63329219818115,dataset/openmodels
plumbing-business-landing-page_trpc-agent_qwen3-480b-35a-2_gemini,plumbing-business-landing-page,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,false,false,124,false,1500.040248,2025-08-22T21:09:13.229539,false,488746,20784,70,378.30361223220825,dataset/openmodels
daily-pattern-visualizer_trpc-agent_qwen3-480b-35a-3_gemini,daily-pattern-visualizer,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,719.867705,2025-08-22T20:29:26.799836,false,919156,40935,123,854.3092286586761,dataset/openmodels
wellness-score-tracker_trpc-agent_gpt-oss-2_gemini,wellness-score-tracker,trpc-agent,gpt-oss-2,gemini,openmodels,true,false,0,true,561.367582,2025-08-22T20:19:46.151614,true,1034978,39881,129,589.1769630908966,dataset/openmodels
pantry-inventory-app_trpc-agent_qwen3-480b-35a-3_gemini,pantry-inventory-app,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,523.641912,2025-08-22T20:29:42.417224,false,764964,30646,118,589.2674551010132,dataset/openmodels
pc-gaming-niche-site_trpc-agent_gpt-oss_gemini,pc-gaming-niche-site,trpc-agent,gpt-oss,gemini,openmodels,true,false,0,true,512.014509,2025-08-20T14:15:49.888753,true,1587217,57941,217,486.063601732254,dataset/openmodels
wellness-score-tracker_trpc-agent_qwen3-480b-35a_gemini,wellness-score-tracker,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,true,0,true,665.117262,2025-08-20T13:38:44.783443,false,920821,27942,105,559.6220977306366,dataset/openmodels
recipe-sharing-platform_trpc-agent_qwen3-480b-35a-2_gemini,recipe-sharing-platform,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,false,0,true,960.909934,2025-08-22T22:12:14.170571,true,9680136,103851,590,2529.173497200012,dataset/openmodels
beer-counter-app_trpc-agent_qwen3-480b-35a-3_gemini,beer-counter-app,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,356.84952,2025-08-22T20:48:41.274669,false,201507,10600,45,233.6881594657898,dataset/openmodels
kanji-flashcards_trpc-agent_gpt-oss-3_gemini,kanji-flashcards,trpc-agent,gpt-oss-3,gemini,openmodels,true,false,0,true,625.092339,2025-08-22T21:16:12.072832,true,1731954,57866,175,437.48503136634827,dataset/openmodels
recipe-sharing-platform_trpc-agent_gpt-oss-3_gemini,recipe-sharing-platform,trpc-agent,gpt-oss-3,gemini,openmodels,true,false,0,true,565.844566,2025-08-22T22:11:06.414262,true,1308182,55579,148,432.2046072483063,dataset/openmodels
tennis-enthusiast-platform_trpc-agent_gpt-oss-3_gemini,tennis-enthusiast-platform,trpc-agent,gpt-oss-3,gemini,openmodels,true,false,0,true,441.042304,2025-08-22T21:50:42.591205,true,1997481,75658,224,529.6530513763428,dataset/openmodels
beer-counter-app_trpc-agent_gpt-oss-2_gemini,beer-counter-app,trpc-agent,gpt-oss-2,gemini,openmodels,true,false,0,true,110.870468,2025-08-22T20:44:13.160985,true,335457,14466,53,88.42557644844055,dataset/openmodels
gym-crm_trpc-agent_gpt-oss-2_gemini,gym-crm,trpc-agent,gpt-oss-2,gemini,openmodels,true,false,0,true,491.064153,2025-08-22T21:25:52.997867,true,2498861,97986,333,1071.8280291557312,dataset/openmodels
plant-care-tracker_trpc-agent_qwen3-480b-35a-2_gemini,plant-care-tracker,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,true,0,true,437.714905,2025-08-22T19:52:49.420191,false,765324,20145,93,425.619092464447,dataset/openmodels
bookmark-management-app_trpc-agent_qwen3-480b-35a_gemini,bookmark-management-app,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,false,0,true,613.909601,2025-08-20T14:04:35.840799,true,2179376,66142,210,1068.3314816951752,dataset/openmodels
cat-conspiracy-tracker_trpc-agent_gpt-oss-3_gemini,cat-conspiracy-tracker,trpc-agent,gpt-oss-3,gemini,openmodels,true,true,0,true,345.442016,2025-08-22T22:17:59.620235,false,676371,28890,111,222.16236877441406,dataset/openmodels
gym-crm_trpc-agent_qwen3-480b-35a_gemini,gym-crm,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,false,0,true,283.588101,2025-08-20T14:03:54.835057,true,438612,9615,54,182.29042601585388,dataset/openmodels
tennis-enthusiast-platform_trpc-agent_qwen3-480b-35a-3_gemini,tennis-enthusiast-platform,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,450.153672,2025-08-22T21:48:40.570225,false,694692,15874,83,290.0481379032135,dataset/openmodels
roommate-chore-wheel_trpc-agent_gpt-oss-3_gemini,roommate-chore-wheel,trpc-agent,gpt-oss-3,gemini,openmodels,true,true,0,true,351.004631,2025-08-22T19:51:22.726871,false,1611043,44150,152,304.5749022960663,dataset/openmodels
kanji-flashcards_trpc-agent_qwen3-480b-35a-2_gemini,kanji-flashcards,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,false,false,124,false,1500.129476,2025-08-22T21:13:41.408386,false,1132860,36536,117,747.8518767356873,dataset/openmodels
cat-conspiracy-tracker_trpc-agent_qwen3-480b-35a-2_gemini,cat-conspiracy-tracker,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,false,0,true,751.56457,2025-08-22T22:21:05.261813,true,1564450,39086,136,779.4710574150085,dataset/openmodels
city-trip-advisor_trpc-agent_qwen3-480b-35a-2_gemini,city-trip-advisor,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,true,0,true,574.828339,2025-08-22T20:02:24.250737,false,370828,16189,58,339.79187393188477,dataset/openmodels
todo-list-with-mood_trpc-agent_qwen3-480b-35a-2_gemini,todo-list-with-mood,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,false,0,true,591.984607,2025-08-22T21:34:46.175226,true,1699571,38877,175,696.3634588718414,dataset/openmodels
daily-pattern-visualizer_trpc-agent_qwen3-480b-35a_gemini,daily-pattern-visualizer,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,true,0,true,794.494674,2025-08-20T13:47:43.146020,false,1698861,54082,175,1178.139184474945,dataset/openmodels
gym-crm_trpc-agent_qwen3-480b-35a-2_gemini,gym-crm,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,false,0,true,760.215498,2025-08-22T21:29:43.964868,true,1677209,48509,144,729.6842448711395,dataset/openmodels
plant-care-tracker_trpc-agent_gpt-oss-2_gemini,plant-care-tracker,trpc-agent,gpt-oss-2,gemini,openmodels,true,false,0,true,314.397044,2025-08-22T19:50:46.109660,true,585257,21045,78,139.99255537986755,dataset/openmodels
roommate-chore-wheel_trpc-agent_qwen3-480b-35a-2_gemini,roommate-chore-wheel,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,true,0,true,427.720783,2025-08-22T19:52:39.430851,false,471250,24786,82,631.7972486019135,dataset/openmodels
engineering-job-board_trpc-agent_qwen3-480b-35a_gemini,engineering-job-board,trpc-agent,qwen3-480b-35a,gemini,openmodels,false,false,124,false,1500.25721,2025-08-20T14:38:37.891358,false,2177620,45761,220,1537.1671760082245,dataset/openmodels
event-tracker_trpc-agent_qwen3-480b-35a_gemini,event-tracker,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,true,0,true,659.88006,2025-08-20T13:42:48.469441,false,804245,23522,123,676.6308493614197,dataset/openmodels
habit-tracker-app_trpc-agent_qwen3-480b-35a-2_gemini,habit-tracker-app,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,true,0,true,713.922979,2025-08-22T22:05:20.569277,false,987556,40362,126,857.0485963821411,dataset/openmodels
event-tracker_trpc-agent_qwen3-480b-35a-3_gemini,event-tracker,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,306.586032,2025-08-22T20:16:56.461830,false,272527,11499,58,228.76651406288147,dataset/openmodels
personal-expense-tracker_trpc-agent_qwen3-480b-35a-2_gemini,personal-expense-tracker,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,false,0,true,759.54971,2025-08-22T21:26:20.966342,true,1323854,33824,132,797.0803849697113,dataset/openmodels
plumbing-business-landing-page_trpc-agent_gpt-oss-3_gemini,plumbing-business-landing-page,trpc-agent,gpt-oss-3,gemini,openmodels,true,true,0,true,1463.652044,2025-08-22T21:12:34.613095,false,256640,17203,54,156.1221206188202,dataset/openmodels
plumbing-business-landing-page_trpc-agent_gpt-oss_gemini,plumbing-business-landing-page,trpc-agent,gpt-oss,gemini,openmodels,true,true,0,true,336.540285,2025-08-20T13:54:21.924643,false,674091,38508,115,292.1849329471588,dataset/openmodels
indonesian-inventory-app_trpc-agent_qwen3-480b-35a-3_gemini,indonesian-inventory-app,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,735.412547,2025-08-22T22:02:58.008327,false,1631627,53968,200,954.9991524219513,dataset/openmodels
car-maintenance-dashboard_trpc-agent_qwen3-480b-35a-3_gemini,car-maintenance-dashboard,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,false,0,true,1227.141271,2025-08-22T20:11:49.870314,true,2867878,82634,232,1582.4516003131866,dataset/openmodels
personal-expense-tracker_trpc-agent_gpt-oss_gemini,personal-expense-tracker,trpc-agent,gpt-oss,gemini,openmodels,true,false,0,true,483.59117,2025-08-20T14:06:26.313703,true,1129848,43837,147,379.1676871776581,dataset/openmodels
teacher-question-bank_trpc-agent_qwen3-480b-35a-3_gemini,teacher-question-bank,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,false,0,true,569.414887,2025-08-22T20:48:01.956628,true,2128521,40191,185,838.7370257377625,dataset/openmodels
pc-gaming-niche-site_trpc-agent_qwen3-480b-35a_gemini,pc-gaming-niche-site,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,true,0,true,1167.679919,2025-08-20T14:25:54.002359,false,1176994,44145,129,834.2433631420135,dataset/openmodels
currency-converter_trpc-agent_gpt-oss-3_gemini,currency-converter,trpc-agent,gpt-oss-3,gemini,openmodels,true,false,0,true,665.804318,2025-08-22T20:11:17.935880,true,995986,28674,99,202.08093333244324,dataset/openmodels
event-tracker_trpc-agent_gpt-oss_gemini,event-tracker,trpc-agent,gpt-oss,gemini,openmodels,true,false,0,true,393.302122,2025-08-20T13:40:11.522947,true,1769331,71945,210,510.086621761322,dataset/openmodels
teacher-question-bank_trpc-agent_gpt-oss_gemini,teacher-question-bank,trpc-agent,gpt-oss,gemini,openmodels,true,false,0,true,393.004738,2025-08-20T13:51:29.924726,true,1447441,57638,195,454.0265531539917,dataset/openmodels
currency-converter_trpc-agent_qwen3-480b-35a-2_gemini,currency-converter,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,true,0,true,856.138767,2025-08-22T20:10:25.397921,false,959472,34107,117,741.5572657585144,dataset/openmodels
pantry-inventory-app_trpc-agent_gpt-oss-3_gemini,pantry-inventory-app,trpc-agent,gpt-oss-3,gemini,openmodels,true,true,0,true,349.72643,2025-08-22T20:29:44.900031,false,523676,30653,104,193.16331672668457,dataset/openmodels
engineering-job-board_trpc-agent_qwen3-480b-35a-3_gemini,engineering-job-board,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,547.139082,2025-08-22T21:56:13.243115,false,700602,29977,97,468.110018491745,dataset/openmodels
habit-tracker-app_trpc-agent_gpt-oss_gemini,habit-tracker-app,trpc-agent,gpt-oss,gemini,openmodels,true,false,0,true,950.802529,2025-08-20T14:41:44.833152,true,1621879,57515,196,428.5793807506561,dataset/openmodels
car-maintenance-dashboard_trpc-agent_gpt-oss_gemini,car-maintenance-dashboard,trpc-agent,gpt-oss,gemini,openmodels,true,false,0,true,373.036441,2025-08-20T13:26:17.369688,true,1173490,42894,137,334.0929729938507,dataset/openmodels
pc-gaming-niche-site_trpc-agent_gpt-oss-2_gemini,pc-gaming-niche-site,trpc-agent,gpt-oss-2,gemini,openmodels,true,true,0,true,418.479758,2025-08-22T21:41:10.413036,false,683954,29007,104,242.8902087211609,dataset/openmodels
engineering-job-board_trpc-agent_gpt-oss_gemini,engineering-job-board,trpc-agent,gpt-oss,gemini,openmodels,false,false,1,false,854.298836,2025-08-20T14:28:47.161327,true,1336595,45782,150,541.2812519073486,dataset/openmodels
plumbing-business-landing-page_trpc-agent_qwen3-480b-35a_gemini,plumbing-business-landing-page,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,true,0,true,662.95977,2025-08-20T13:59:11.237181,false,479493,33261,68,560.5787441730499,dataset/openmodels
teacher-question-bank_trpc-agent_gpt-oss-3_gemini,teacher-question-bank,trpc-agent,gpt-oss-3,gemini,openmodels,true,false,0,true,117.076244,2025-08-22T20:40:46.917393,true,409898,12841,54,94.32709336280823,dataset/openmodels
event-tracker_trpc-agent_gpt-oss-3_gemini,event-tracker,trpc-agent,gpt-oss-3,gemini,openmodels,true,true,0,true,480.04752,2025-08-22T20:20:58.770719,false,1059661,49714,145,487.9027256965637,dataset/openmodels
home-lab-inventory_trpc-agent_qwen3-480b-35a-2_gemini,home-lab-inventory,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,true,0,true,597.806713,2025-08-22T20:35:08.126227,false,1577368,45075,186,803.5144462585449,dataset/openmodels
book-library-manager_trpc-agent_gpt-oss-3_gemini,book-library-manager,trpc-agent,gpt-oss-3,gemini,openmodels,false,false,1,false,479.843221,2025-08-22T20:12:58.719752,true,1499679,75076,201,455.06410455703735,dataset/openmodels
car-maintenance-dashboard_trpc-agent_gpt-oss-2_gemini,car-maintenance-dashboard,trpc-agent,gpt-oss-2,gemini,openmodels,true,false,0,true,419.872844,2025-08-22T19:57:45.984824,true,1246928,54440,129,337.2513656616211,dataset/openmodels
pastel-blue-notes-app_trpc-agent_gpt-oss-3_gemini,pastel-blue-notes-app,trpc-agent,gpt-oss-3,gemini,openmodels,true,true,0,true,383.500989,2025-08-22T20:42:44.421279,false,1392301,56589,204,358.67244958877563,dataset/openmodels
plant-care-tracker_trpc-agent_qwen3-480b-35a_gemini,plant-care-tracker,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,true,0,true,455.337416,2025-08-20T13:27:39.658818,false,538078,15905,97,432.21131467819214,dataset/openmodels
beer-counter-app_trpc-agent_gpt-oss_gemini,beer-counter-app,trpc-agent,gpt-oss,gemini,openmodels,true,false,0,true,1174.709865,2025-08-20T14:07:17.868061,true,2058196,102197,345,845.1083817481995,dataset/openmodels
birthday-wish-app_trpc-agent_gpt-oss-3_gemini,birthday-wish-app,trpc-agent,gpt-oss-3,gemini,openmodels,true,true,0,true,1202.446589,2025-08-22T21:53:26.642046,false,2569514,150552,423,1154.385296344757,dataset/openmodels
currency-converter_trpc-agent_qwen3-480b-35a_gemini,currency-converter,trpc-agent,qwen3-480b-35a,gemini,openmodels,true,true,0,true,661.280318,2025-08-20T13:34:52.072585,false,410132,18876,63,327.4492664337158,dataset/openmodels
basic-inventory-system_trpc-agent_gpt-oss-2_gemini,basic-inventory-system,trpc-agent,gpt-oss-2,gemini,openmodels,true,false,0,true,530.112507,2025-08-22T20:38:32.534770,true,1358595,63442,166,368.1592297554016,dataset/openmodels
wellness-score-tracker_trpc-agent_qwen3-480b-35a-2_gemini,wellness-score-tracker,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,true,0,true,480.999219,2025-08-22T20:17:26.928983,false,742405,32439,104,599.9593358039856,dataset/openmodels
book-library-manager_trpc-agent_qwen3-480b-35a-3_gemini,book-library-manager,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,true,0,true,513.838185,2025-08-22T20:11:36.526887,false,854458,19901,109,401.2980487346649,dataset/openmodels
roommate-chore-wheel_trpc-agent_gpt-oss_gemini,roommate-chore-wheel,trpc-agent,gpt-oss,gemini,openmodels,true,false,0,true,422.106728,2025-08-20T13:27:06.445129,true,1458815,68833,201,555.9507005214691,dataset/openmodels
pomodoro-study-timer_trpc-agent_qwen3-480b-35a-3_gemini,pomodoro-study-timer,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,false,false,124,false,1500.039804,2025-08-22T22:30:20.617318,false,951291,36750,145,634.5116899013519,dataset/openmodels
pantry-inventory-app_trpc-agent_gpt-oss_gemini,pantry-inventory-app,trpc-agent,gpt-oss,gemini,openmodels,true,false,0,true,529.578019,2025-08-20T13:43:50.356614,true,3259518,146936,337,1208.6255388259888,dataset/openmodels
city-trip-advisor_trpc-agent_gpt-oss-3_gemini,city-trip-advisor,trpc-agent,gpt-oss-3,gemini,openmodels,true,true,0,true,305.679885,2025-08-22T19:59:50.703134,false,324477,15140,60,112.79934573173523,dataset/openmodels
basic-inventory-system_trpc-agent_qwen3-480b-35a-3_gemini,basic-inventory-system,trpc-agent,qwen3-480b-35a-3,gemini,openmodels,true,false,0,true,544.931526,2025-08-22T20:38:49.835997,true,1299742,27257,138,583.9035124778748,dataset/openmodels
pastel-blue-notes-app_trpc-agent_qwen3-480b-35a-2_gemini,pastel-blue-notes-app,trpc-agent,qwen3-480b-35a-2,gemini,openmodels,true,true,0,true,951.406836,2025-08-22T20:48:10.950685,false,1888692,45491,204,1156.7614920139313,dataset/openmodels
personal-expense-tracker_trpc-agent_gpt-oss-3_gemini,personal-expense-tracker,trpc-agent,gpt-oss-3,gemini,openmodels,true,true,0,true,503.560026,2025-08-22T21:24:54.187178,false,778076,37809,102,384.24278712272644,dataset/openmodels
daily-pattern-visualizer_trpc-agent_gpt-oss-2_gemini,daily-pattern-visualizer,trpc-agent,gpt-oss-2,gemini,openmodels,true,true,0,true,397.780028,2025-08-22T20:23:55.166701,false,1126169,52128,136,335.94185042381287,dataset/openmodels
kanji-flashcards_trpc-agent_gpt-oss_gemini,kanji-flashcards,trpc-agent,gpt-oss,gemini,openmodels,true,false,0,true,363.025059,2025-08-20T13:58:22.713307,true,1212065,41178,159,325.91135692596436,dataset/openmodels
